Totalsales;Travel To
73,79;No_Travel To
341,07;No_Travel To
48,7;No_Travel To
74;ROMA
249,34;No_Travel To
400;CATANIA
-400;CATANIA
237,3;No_Travel To
242,38;No_Travel To
65,66;No_Travel To
49;MONTE S. ANGELO
120;TORINO
1178,09;No_Travel To
160;NAPOLI
69;SAN SPERATE
150;ASSEMINI
49;MONTE S. ANGELO
87,39;No_Travel To
170;DOMODOSSOLA
71,1;ROMA
75;ROMA
-75;ROMA
367,02;ROMA
65;TREZZANO SUL NA
236,77;No_Travel To
144;VENEZIA
101;VINCI
382,29;No_Travel To
89,02;No_Travel To
80;MANFREDONIA
213,5;No_Travel To
198,52;No_Travel To
195,46;No_Travel To
342;ROMA
72;MONTEVARCHI
276,95;No_Travel To
178;ROMA
254,22;No_Travel To
125,1;ROMA
98;ROMA
120;PAVIA
-120;PAVIA
304,7;No_Travel To
322,1;No_Travel To
222,55;No_Travel To
142;LECCE
110,07;No_Travel To
74;ROMA
120;BARI
227,86;No_Travel To
78,08;No_Travel To
105,55;PALERMO
151,46;No_Travel To
216,82;No_Travel To
267,11;No_Travel To
193,28;No_Travel To
70,48;No_Travel To
-158;ROMA
68;TORRE A MARE
178,03;No_Travel To
118,8;VENEZIA
271;MANFREDONIA
194,82;No_Travel To
154;PISA
68;TRENTO
176;LECCE
285,29;No_Travel To
320;PISA
225;LECCE
300;TARQUINIA
270;TARQUINIA
78,08;No_Travel To
122,58;No_Travel To
80;MONTEGROTTO TER
163,43;No_Travel To
163,43;No_Travel To
95,19;No_Travel To
89,79;No_Travel To
74;ROMA
225;LECCE
382,29;No_Travel To
221,01;LECCE
284;LECCE
160;PISA
-160;PISA
80;PISA
340;TREVISO
80;MONTEGROTTO TER
-68,18;MONTEGROTTO TER
130;CHIETI
482;VENEZIA
80;MODENA
261;FORLI
90;CATANIA
360;CATANIA
303,9;No_Travel To
80;MONTEGROTTO TER
434,16;No_Travel To
180;CATANIA
360;CATANIA
270;CATANIA
68;TRENTO
118;TAVAGNACCO
75,5;LECCE
139,62;No_Travel To
372,61;No_Travel To
49;MONTE S. ANGELO
-85,06;MILANO
81;GIOIA DEL COLLE
-81;GIOIA DEL COLLE
71;GIOIA DEL COLLE
-71;GIOIA DEL COLLE
71;GIOIA DEL COLLE
80;TIVOLI
160;TIVOLI
212;ROMA
180;DOMODOSSOLA
69,5;FIRENZE
-65;FIRENZE
340;DOMODOSSOLA
501;ROMA
80;ALASSIO
159,53;No_Travel To
85;ALASSIO
-85;ALASSIO
59;CIAMPINO
-59;CIAMPINO
292,89;No_Travel To
201;ROMA
-201;ROMA
200;ALASSIO
242,17;No_Travel To
76,5;TRIESTE
83,5;TRIESTE
-76,5;TRIESTE
84;ROMA
-84;ROMA
89;MARANELLO
88;PARMA
156;ROMA
261;ROMA
55,9;ROMA
312;GIOIA DEL COLLE
54;TORRE A MARE
441,53;No_Travel To
154,53;No_Travel To
87;ROMA
125,1;VENEZIA
95;TRIESTE
99;ROMA
170;DOMODOSSOLA
340;DOMODOSSOLA
222;ROMA
-222;ROMA
140;ROMA
116;ROMA
99,9;MILANO
209,08;No_Travel To
400;MATERA
110;ALASSIO
72;MONTEVARCHI
69,5;FIRENZE
-65;FIRENZE
130;CHIETI
482;VENEZIA
80;MODENA
261;FORLI
216;MONTEVARCHI
320;MANFREDONIA
65;STEZZANO
109,65;BARI
90;GENOVA
366,99;ROMA
65;STEZZANO
320;MANFREDONIA
240;MANFREDONIA
320;MANFREDONIA
320;MANFREDONIA
345;ROMA
-300;ROMA
-85;ROMA
268;ROMA
158,5;ROMA
89;ROMA
320;MANFREDONIA
240;MANFREDONIA
320;MANFREDONIA
320;MANFREDONIA
105;PAVIA
-105;PAVIA
69;MANFREDONIA
312;GIOIA DEL COLLE
191,84;No_Travel To
226,82;No_Travel To
340,98;No_Travel To
281,2;No_Travel To
340;VILLASIMIUS
-340;VILLASIMIUS
610,2;VILLASIMIUS
660;VILLASIMIUS
780;VILLASIMIUS
115,74;No_Travel To
570;VILLASIMIUS
570;VILLASIMIUS
74,97;No_Travel To
660;VILLASIMIUS
-539,04;ARZACHENA
163,43;No_Travel To
78,08;No_Travel To
340;ABANO TERME
272;ABANO TERME
-340;ABANO TERME
610,2;VILLASIMIUS
271,4;ROMA
56,61;No_Travel To
610,2;VILLASIMIUS
425;VILLASIMIUS
510;VILLASIMIUS
-425;VILLASIMIUS
540;VILLASIMIUS
374;VILLASIMIUS
-374;VILLASIMIUS
660;VILLASIMIUS
660;VILLASIMIUS
610,2;VILLASIMIUS
13,7;BOLOGNA
68,4;BOLOGNA
-68,4;BOLOGNA
13,7;ROMA
68,4;ROMA
-68,4;ROMA
52,3;NAPOLI
53,2;ROMA
68,4;ROMA
68,4;BOLOGNA
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
94;PISA
45;TORINO
39;MILANO
39;TORINO
39;MILANO
39;TORINO
39;MILANO
39;TORINO
39;MILANO
39;TORINO
39;MILANO
39;TORINO
39;MILANO
45;TORINO
39;MILANO
45;TORINO
39;MILANO
39;TORINO
39;MILANO
45;TORINO
39;MILANO
39;TORINO
39;MILANO
246;JAKARTA
52,3;ROMA
52,3;NAPOLI
10,5;ROMA
10,5;NAPOLI
-52,3;ROMA
-52,3;NAPOLI
114,3;TORINO
114,3;ROMA
74,5;ROMA
74,5;MILANO
134,55;PARAY VIEILLE P
94,05;RUNGIS
-94,05;RUNGIS
70,2;TORINO
39;MILANO
45;TORINO
39;MILANO
45;TORINO
39;MILANO
45;TORINO
39;MILANO
39;TORINO
39;MILANO
94,5;MILANO
123,25;PARIGI
70;FIUMICINO
187,48;PARIGI
484,4;SCHEVENINGEN
180;ROULLET
2586,85;THE HAGUE
843,1;AGADIR
952;AGADIR
4,5;FIRENZE
4,5;EMPOLI
54,2;ROMA
60,3;FIRENZE
4,5;EMPOLI
109,8;ROMA
109,8;MILANO
109,8;ROMA
115,9;ROMA
109,8;MILANO
115,9;MILANO
-115,9;ROMA
-115,9;MILANO
39,5;SALERNO
39,5;ROMA
8,3;BERGAMO
109,8;MILANO
264,5;MALAGA
14;FIUMICINO
14;ROMA
109,8;ROMA
109,8;MILANO
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
7,35;RAVENNA
105,3;BOLOGNA
105,3;NAPOLI
7,35;BOLOGNA
52,3;ROMA
52,3;NAPOLI
129,8;PARAY VIEILLE P
52,3;NAPOLI
53,2;ROMA
109,8;ROMA
109,8;MILANO
480;LA TESTE DE BUC
90;LECCE
90;ROMA
101,7;ROMA
101,7;MILANO
109,8;ROMA
109,8;MILANO
22;ROMA
-109,8;ROMA
180,84;JAKARTA
244,03;KUALA LUMPUR
-180,84;JAKARTA
39,5;ROMA
39,5;NAPOLI
109,8;ROMA
109,8;MILANO
22;ROMA
22;MILANO
-109,8;ROMA
-109,8;MILANO
490;BISCARROSSE
52,3;ROMA
52,3;NAPOLI
52,3;NAPOLI
133,05;PARAY VIEILLE P
90,9;VERONA
90,9;ROMA
114,3;TORINO
114,3;ROMA
157,57;No_Travel To
233,5;No_Travel To
54,2;ROMA
54,2;FIRENZE
121;PARIGI
52,3;ROMA
52,3;NAPOLI
119;BUDAPEST
89,99;BUDAPEST
24,3;RIMINI
68,4;ROMA
24,3;BOLOGNA
68,4;BOLOGNA
90,9;VERONA
90,9;ROMA
40,5;ROMA
40,5;CASERTA
2,6;PISA
59,4;ROMA
57,6;LIVORNO
3,6;ROMA
96,3;ROMA
96,3;PADOVA
52,3;ROMA
52,3;NAPOLI
54,9;ROMA
54,9;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
4,75;FERRARA
68,4;BOLOGNA
49,9;ROMA
4,7;SALERNO
52,3;NAPOLI
54,9;LAMEZIA TERME
52,3;NAPOLI
53,2;ROMA
74,5;VENEZIA
74,5;ROMA
81,7;VENEZIA
4,7;SALERNO
55;NAPOLI
56;ROMA
257,98;RUNGIS
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
90,9;VERONA
90,9;ROMA
108;FERRARA
105,3;NAPOLI
4,75;BOLOGNA
39,5;ROMA
39,5;NAPOLI
399,2;PARIGI
394,1;PARIGI
-399,2;PARIGI
399,06;PARIGI
-394,1;PARIGI
52,3;ROMA
15,2;SALERNO
52,3;NAPOLI
19;NAPOLI
-15,2;SALERNO
16;SALERNO
90;NAPOLI
105,3;VENEZIA
105,3;ROMA
21,1;VENEZIA
21,1;ROMA
-105,3;VENEZIA
-105,3;ROMA
152,64;TOULOUSE
54,2;ROMA
54,2;FIRENZE
4,75;FERRARA
68,4;BOLOGNA
79,9;ROMA
4,75;FERRARA
68,4;BOLOGNA
49,9;ROMA
39,5;ROMA
39,5;NAPOLI
4,75;FERRARA
68,4;BOLOGNA
49,9;ROMA
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
4,75;FERRARA
68,4;BOLOGNA
52,3;ROMA
52,3;NAPOLI
49,9;ROMA
331,84;VENEZIA
74,5;ROMA
74,5;MILANO
55;ROMA
55;NAPOLI
52,3;ROMA
52,3;NAPOLI
54,9;ROMA
54,9;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
104,4;ROMA
96,3;PADOVA
133,07;CATANIA
96,3;PADOVA
96,3;ROMA
620;MUNICH
-109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
39,5;ROMA
39,5;NAPOLI
749,45;AGADIR
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
104,4;TRENTO
109,8;ROMA
279;No_Travel To
126;No_Travel To
126,9;No_Travel To
236,68;No_Travel To
-126,9;No_Travel To
-236,68;No_Travel To
144,14;No_Travel To
176;BREMEN
115;DARMSTADT
103,5;DARMSTADT
126,5;BARCELONA
-115;DARMSTADT
98,1;PALERMO
98,99;WARSAW
330;WARSAW
70,3;ROMA
60,3;GENOVA
68,4;BOLOGNA
337,74;AGADIR
89,99;BUDAPEST
119;BUDAPEST
101,7;MILANO
51,3;BOLOGNA
68,4;BOLOGNA
68,4;ROMA
4,7;SALERNO
52,3;NAPOLI
54,9;LAMEZIA TERME
48,4;NAPOLI
49,3;ROMA
44;NAPOLI
44,8;ROMA
74,5;VENEZIA
74,5;ROMA
81,7;VENEZIA
52,3;NAPOLI
52,3;ROMA
101,7;MILANO
109,8;ROMA
258,46;PALERMO
69,51;GENOVA
54,9;ROMA
100,8;NAPOLI
60,3;FIRENZE
11;ROMA
-54,9;ROMA
151,35;NAPOLI
383,51;GENOVA
54,2;ROMA
54,2;FIRENZE
42,8;ROMA
109,8;ROMA
109,8;MILANO
110;ROMA
110;ROMA
110;ROMA
128,7;NAPOLI
109,8;MILANO
228,5;No_Travel To
179,5;No_Travel To
232,54;FIUMICINO
230,2;AIX EN PROVENCE
4,5;FIRENZE
4,5;EMPOLI
54,2;ROMA
54,2;FIRENZE
90,9;VERONA
90,9;ROMA
199,89;No_Travel To
47,5;ROMA
77;VERONA
7,85;TRENTO
-77;VERONA
90,9;VERONA
68,4;BOLOGNA
68,4;ROMA
68,4;ROMA
68,4;BOLOGNA
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
230,2;AIX EN PROVENCE
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
81,7;VENEZIA
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
4,5;FIRENZE
4,5;EMPOLI
54,2;ROMA
60,3;FIRENZE
4,5;EMPOLI
130,62;CAGLIARI
565,92;FIUMICINO
158;BRUXELLES
446,73;MOMBASA
506;FIUMICINO
130;MOMBASA
-446,73;MOMBASA
577,52;MOMBASA
139,73;SINGAPORE
226,08;GIACARTA
45;GIACARTA
31;KUALA LUMPUR
130,62;FIUMICINO
-130,62;FIUMICINO
186,99;PARIGI
2550,72;CAYENNE
95,73;FIUMICINO
130,62;FIUMICINO
141,93;MILANO
130,62;FIUMICINO
216,74;PARIGI
305,53;PARIGI
-216,74;PARIGI
-305,53;PARIGI
4130,86;CAYENNE
4689;CAYENNE
-4130,86;CAYENNE
132,73;FIUMICINO
130,62;FIUMICINO
338,96;FIUMICINO
343,74;PARIGI
70;FIUMICINO
347;FIUMICINO
316,6;BRINDISI
130,62;FIUMICINO
472,74;AMSTERDAM
386,86;PALERMO
421,71;BORDEAUX
582,92;BRUXELLES
51;BRUXELLES
590,58;AMSTERDAM
677,88;AGADIR
50;FIUMICINO
130,62;FIUMICINO
410,02;RIGA
491,83;MALAGA
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
130,62;FIUMICINO
767,17;ESENBOGA
141,93;MILANO
783,92;BRUXELLES
289,92;BRUXELLES
130,62;CAGLIARI
-130,62;CAGLIARI
130,62;CAGLIARI
-130,62;CAGLIARI
386,86;PALERMO
2550,72;CAYENNE
361,52;PARIGI
130,62;CAGLIARI
130,62;FIUMICINO
130,62;FIUMICINO
301,76;BORDEAUX
73,92;CAGLIARI
304,37;FIUMICINO
60;CAGLIARI
98;CAGLIARI
194,48;MILANO
130,62;FIUMICINO
4046,08;GIACARTA
198,45;KUALA LUMPUR
131;KUALA LUMPUR
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
401,22;PARIGI
3442,86;CAYENNE
1997,72;CAYENNE
400;CAYENNE
-3442,86;CAYENNE
198,92;PALERMO
90,95;FIUMICINO
130,62;CAGLIARI
130,62;CAGLIARI
125,84;FIUMICINO
228,92;CATANIA
354,75;CATANIA
562,75;CATANIA
373,12;BRINDISI
130,62;CAGLIARI
130,62;CAGLIARI
282,12;BRINDISI
556,59;TORINO
216,74;PARIGI
305,53;PARIGI
-216,74;PARIGI
-305,53;PARIGI
4130,86;CAYENNE
4949;CAYENNE
-4130,86;CAYENNE
122,23;FIUMICINO
90,75;VENEZIA
73,92;CAGLIARI
115,95;FIUMICINO
273,4;FIUMICINO
736,76;AMSTERDAM
773,92;BRUXELLES
393,12;BRINDISI
155,5;FIUMICINO
130,62;FIUMICINO
212,32;PARIGI
353,71;PARIGI
-353,71;PARIGI
321,86;PALERMO
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
-130,62;CAGLIARI
-130,62;CAGLIARI
288,96;FIUMICINO
288,74;PARIGI
350;FIUMICINO
515,7;BRUXELLES
216,74;BRUXELLES
236,18;FIUMICINO
130,62;CAGLIARI
183,33;TOLOUSE
357,25;FIUMICINO
602,92;BRUXELLES
31;BRUXELLES
208,62;FIUMICINO
209,92;CATANIA
542,68;CATANIA
130,62;CAGLIARI
57,92;CATANIA
129,79;CAGLIARI
56,7;FIUMICINO
136,84;FIUMICINO
314,75;CATANIA
370,04;ESENBOGA
130,62;CAGLIARI
186,84;FIUMICINO
1002,91;MOMBASA
1287;FIUMICINO
400,84;FIUMICINO
166,75;CATANIA
155,75;CATANIA
102,75;CATANIA
529,39;MUNCHIN
224,12;BRINDISI
224,12;BRINDISI
498,08;ESENBOGA
232,06;AGADIR
403,95;CASABLANCA
130,62;CAGLIARI
130,62;CAGLIARI
236,75;CATANIA
130,62;FIUMICINO
558,12;BRINDISI
733,12;BRINDISI
110,74;AMSTERDAM
402,02;FIUMICINO
818,92;BREMEN
131;BARCELLONA
16,99;FIUMICINO
55,92;FIUMICINO
664,38;CASABLANCA
346,29;FIUMICINO
130,62;FIUMICINO
130,62;CAGLIARI
585,59;TORINO
879,88;AGADIR
273,4;FIUMICINO
130,62;CAGLIARI
128,5;FIUMICINO
130,62;CAGLIARI
130,62;CAGLIARI
585,29;NAPOLI
-585,29;NAPOLI
193,75;CATANIA
130,62;FIUMICINO
223,64;MARSEILLE
130,62;CAGLIARI
130,62;CAGLIARI
883,92;BRUXELLES
853,15;FIUMICINO
223,64;MARSEILLE
255,8;FIUMICINO
285,02;FIUMICINO
206,74;AMSTERDAM
130,62;CAGLIARI
2712,61;MILANO
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
98;BOLOGNA
-98;BOLOGNA
380,7;No_Travel To
257,63;No_Travel To
216,28;No_Travel To
92;GROSSETO
830,67;No_Travel To
96,97;No_Travel To
112,5;TORINO
220;SASSARI
220;USTICA
-220;USTICA
276;ROMA
196,53;No_Travel To
221,87;No_Travel To
229,7;ROMA
-229,7;ROMA
505,45;No_Travel To
99;ROMA
99;RAVENNA
128,69;No_Travel To
107;ROMA
220;USTICA
-220;USTICA
311;No_Travel To
123,28;No_Travel To
123,51;No_Travel To
74;ROMA
1011,67;No_Travel To
100;ROMA
1049,88;PADUA
565,32;PADUA
89;CARDANO AL CAMP
74;ROMA
61,94;No_Travel To
527,18;No_Travel To
300;ASSEMINI
-300;ASSEMINI
103,31;No_Travel To
49,22;No_Travel To
78;VERONA
177;MARSALA
370,18;No_Travel To
172;TORINO
120;LECCE
223,6;No_Travel To
106,32;No_Travel To
114,73;No_Travel To
122,45;No_Travel To
119;ALBA
465,37;No_Travel To
107,1;TESSERA
83;BOLOGNA
95;ANCONA
59;DALMINE
110,41;No_Travel To
285,58;No_Travel To
148;VILLAFRANCA DI
215,22;No_Travel To
166,5;No_Travel To
-236,77;No_Travel To
256,14;No_Travel To
60,17;No_Travel To
63,71;No_Travel To
60;LECCE
163,25;No_Travel To
79;ROMA
140;TARQUINIA
174,73;No_Travel To
74;ROMA
558,64;No_Travel To
549,01;MANFREDONIA
760,54;No_Travel To
169;TARQUINIA
400;MANFREDONIA
163,2;No_Travel To
85;LAMEZIA TERME
171,58;No_Travel To
274,4;No_Travel To
274,4;No_Travel To
100,28;VERONA
89;FERRARA
110,41;No_Travel To
534,74;No_Travel To
541,79;No_Travel To
280;TARQUINIA
312,49;No_Travel To
297,59;No_Travel To
157,73;No_Travel To
222,61;No_Travel To
215,79;No_Travel To
59;DALMINE
161,94;No_Travel To
74;ROMA
74;ROMA
74;ROMA
121,51;No_Travel To
45,41;No_Travel To
85,79;No_Travel To
506,1;No_Travel To
215,4;No_Travel To
387,23;No_Travel To
154,16;No_Travel To
79;ROMA
407,3;No_Travel To
439;TARQUINIA
95,93;No_Travel To
406,6;CATANIA
60;GROSSETO
276;TREVISO
280;TREVISO
91,5;CATANIA
582,9;No_Travel To
125,87;No_Travel To
214;SANREMO
-107;SANREMO
100,8;PISA
130,39;No_Travel To
240,68;No_Travel To
135,29;No_Travel To
80;MANFREDONIA
120,34;No_Travel To
400;MANFREDONIA
83;BOLOGNA
240,68;No_Travel To
79;CREMONA
99;CATANIA
98,77;No_Travel To
214,45;No_Travel To
80;MONTEGROTTO TER
92,03;No_Travel To
180;CATANIA
90;CATANIA
360;CATANIA
350,78;No_Travel To
50;CELANO
303;CATANIA
80;MONTEGROTTO TER
100;CATANZARO
297;CATANIA
90;POTENZA
184,4;No_Travel To
718,23;No_Travel To
75;LECCE
146,69;No_Travel To
148;ROMA
347;FERRARA
353,07;No_Travel To
112,19;No_Travel To
336,88;No_Travel To
214,3;No_Travel To
166,25;No_Travel To
222;ROMA
180;TREVISO
74;ROMA
141,93;No_Travel To
167,92;No_Travel To
56,61;No_Travel To
258,93;No_Travel To
200;BOLZANO
427,16;No_Travel To
200,85;No_Travel To
197,6;LECCO
348;ROMA
-261;ROMA
171,58;No_Travel To
103;BOLOGNA
44,19;No_Travel To
89;ROMA
301,45;No_Travel To
90,4;MONTECATINI TER
65;PALERMO
164;ROMA
-164;ROMA
180;GROSSETO
-180;GROSSETO
79;ROMA
291,06;No_Travel To
208,48;No_Travel To
-119;PALERMO
96,19;No_Travel To
198;CAGLIARI
82;ALBA
232,65;No_Travel To
440,32;No_Travel To
51,41;No_Travel To
95;ROMA
95;TRIESTE
79;ROMA
206,66;No_Travel To
47,59;No_Travel To
107;ROMA
120;MILANO
83;BOLOGNA
95;ANCONA
159,63;No_Travel To
55;FERRARA
55,9;ROMA
181,8;No_Travel To
70;LAMEZIA TERME
214;SANREMO
-254;SANREMO
180;TREVISO
180;GROSSETO
195,19;No_Travel To
112;MILANO
169;LAIVES
166;ROMA
-166;ROMA
83;ROMA
95;GENOVA
169;LAIVES
45;MALBORGHETTO VA
64,5;LAIVES
400;MANFREDONIA
47,59;No_Travel To
45;MALBORGHETTO VA
64,5;LAIVES
441,5;No_Travel To
99;ROMA
99;CATANIA
116;ROMA
79;ROMA
123;ROMA
115;ROMA
74;ROMA
79;ROMA
80;MANFREDONIA
80;MANFREDONIA
400;MANFREDONIA
83,91;No_Travel To
160;MANFREDONIA
181,76;No_Travel To
504;CAGLIARI
525;CAGLIARI
110;ROMA
320;MANFREDONIA
78;VERONA
320;MANFREDONIA
110;VENEZIA
110,41;No_Travel To
96,6;No_Travel To
110,41;No_Travel To
80;MANFREDONIA
92;GROSSETO
320;MANFREDONIA
-320;MANFREDONIA
320;MANFREDONIA
504;CAGLIARI
525;CAGLIARI
504;CAGLIARI
525;CAGLIARI
504;CAGLIARI
525;CAGLIARI
110;VENEZIA
67;TRIESTE
230;TRIESTE
180;CAGLIARI
350,02;AGADIR
96,3;PADOVA
72;ROMA
72;LA SPEZIA
144,25;PARAY-VIEILLE-P
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
39,5;ROMA
39,5;NAPOLI
69,31;VENEZIA
164,79;BRUXELLES
244,39;BALIKPAPAN
-244,39;BALIKPAPAN
54,2;ROMA
9,7;FIRENZE
52,3;ROMA
52,3;NAPOLI
101,7;ROMA
109,8;MILANO
42,8;ROMA
52,3;ROMA
42,8;NAPOLI
52,3;NAPOLI
-42,8;ROMA
-42,8;NAPOLI
89,9;PARAY VIEILLE P
244,62;SINGAPORE
109,8;ROMA
109,8;MILANO
-70;FIUMICINO
132,8;ROMA
109,8;MILANO
57,86;No_Travel To
247,84;AGADIR
45,66;No_Travel To
2530,44;THE HAGUE
1030,15;AGADIR
1088,7;AGADIR
348,64;CASABLANCA
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
247,84;AGADIR
27,1;ROMA
27,1;GROSSETO
140;DIEGEM
60;BRUXELLES
52,3;ROMA
52,3;NAPOLI
178,11;KONYA
14;FIUMICINO
18,06;No_Travel To
16,06;No_Travel To
6,6;AVEZZANO
101,7;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
14;FIUMICINO
14;ROMA
132,8;ROMA
109,8;MILANO
14;FIUMICINO
14;ROMA
14;FIUMICINO
14;ROMA
19,4;ROMA
19,4;CIVITAVECCHIA
53,2;SALERNO
58,5;ROMA
328,65;TANGIER
89;CASABLANCA
338,92;LAS VEGAS
565,34;ORLANDO
57,86;No_Travel To
-50,3;No_Travel To
587,6;GATINEAU
-587,6;GATINEAU
51,86;No_Travel To
393,41;NORFOLK
38,4;NIZZA
52,3;ROMA
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
52,3;NAPOLI
45,9;LAMEZIA TERME
10,5;NAPOLI
-52,3;NAPOLI
130,22;PARAY VIEILLE P
89,73;PARAY VIEILLE P
220,2;AIX EN PROVENCE
165;DIEGEM
183,34;BRUXELLES
52,3;ROMA
52,3;NAPOLI
55,4;LA SPEZIA
72;ROMA
35;CAGLIARI
501,05;LA TESTE DE BUC
52,3;ROMA
52,3;NAPOLI
101,7;ROMA
109,8;MILANO
42,8;ROMA
42,8;NAPOLI
109,8;ROMA
109,8;MILANO
132,8;ROMA
109,8;MILANO
96,55;PARAY VIEILLE P
55,4;LA SPEZIA
72;ROMA
817;No_Travel To
804,15;No_Travel To
96,3;PADOVA
96,3;ROMA
19,28;PADOVA
-96,3;PADOVA
19,27;ROMA
-96,3;ROMA
516,99;DOHA
101,7;ROMA
109,8;ROMA
101,7;ROMA
514,35;CAIRO
685,79;CAIRO
-514,35;CAIRO
178,11;KONYA
89,1;VECSES
135;EVERE
240;EVERE
304,8;TANGIER
199,54;TANGIER
89;CASABLANCA
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
367,96;No_Travel To
52,3;ROMA
52,3;NAPOLI
42,8;ROMA
42,8;NAPOLI
52,3;ROMA
52,3;NAPOLI
170;No_Travel To
49,9;ROMA
4,75;FERRARA
68,4;BOLOGNA
38,9;ROMA
4,75;FERRARA
68,4;BOLOGNA
59,9;ROMA
4,7;SALERNO
109,8;MILANO
52,3;NAPOLI
53,2;ROMA
109,8;ROMA
4,75;FERRARA
58;BOLOGNA
49,9;ROMA
286,45;GATINEAU
-286,45;GATINEAU
78,33;TOULON
91,9;ROISSY EN FRANC
80,38;BOURGES
130,65;PARIGI
53,8;BOURGES
42;PARIGI
12,3;BYDGOSZCZ
31;FIUMICINO
68,4;ROMA
68,4;BOLOGNA
4,7;SALERNO
52,3;NAPOLI
53,2;ROMA
109,8;MILANO
109,8;ROMA
52,3;ROMA
52,3;NAPOLI
151,48;PARIGI
109,8;ROMA
682,76;BRUXELLES
419,88;BRUXELLES
-682,76;BRUXELLES
4,5;EMPOLI
100,8;FIRENZE
4,5;FIRENZE
100,8;SALERNO
4,5;EMPOLI
88,4;FIRENZE
4,5;FIRENZE
100,8;SALERNO
27,1;ROMA
52,3;ROMA
22,8;GROSSETO
52,3;NAPOLI
110;ROMA
79,7;GENOVA
79,7;ROMA
15,95;GENOVA
-79,7;GENOVA
15,95;ROMA
-79,7;ROMA
36;ROMA
52,3;ROMA
22,8;GROSSETO
52,3;NAPOLI
110;ROMA
-6,98;No_Travel To
91;ATENE
50;No_Travel To
52,3;ROMA
52,3;NAPOLI
4,75;FERRARA
68,4;BOLOGNA
49,9;ROMA
52,3;NAPOLI
4,75;FERRARA
68,4;BOLOGNA
59,9;ROMA
52,3;NAPOLI
10,5;NAPOLI
-52,3;NAPOLI
4,75;FERRARA
58;BOLOGNA
49,9;ROMA
4;ROMA
14;FIUMICINO
4,75;FERRARA
68,4;BOLOGNA
64,9;ROMA
172,8;No_Travel To
-163,2;No_Travel To
172,4;No_Travel To
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
55;ROMA
55;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
210;BERDORF
304,8;TANGIER
-304,8;TANGIER
31;FIUMICINO
147,12;BRUXELLES
127,88;BRUXELLES
165;DIEGEM
564,91;ARLINGTON
151,2;NORFOLK
99,9;FERRARA
105,3;NAPOLI
14;BOLOGNA
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;NAPOLI
-52,3;NAPOLI
99,9;FERRARA
92,2;NAPOLI
11,9;BOLOGNA
4,75;BOLOGNA
-11,9;BOLOGNA
4,75;BOLOGNA
106,4;TORINO
114,3;ROMA
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
61;BOLOGNA
61;ROMA
57;FIRENZE
47;ROMA
-126;No_Travel To
108,9;BOLZANO BOZEN
108,9;ROMA
205,2;TORINO
114,3;ROMA
90;LECCE
14,55;AREZZO
147,45;PARIGI
91;ATENE
685,79;CAIRO
128;BAMBERG
66;MUNICH
66;REGGIO EMILIA A
77;ROMA
93,6;ROMA
79,7;GENOVA
73,1;ROMA
77,4;ROMA
68,4;BOLOGNA
58;BOLOGNA
58;ROMA
68,4;BOLOGNA
73,2;REGGIO EMILIA A
73,2;ROMA
114,3;TORINO
114,3;ROMA
4,7;SALERNO
39,9;NAPOLI
39,9;ROMA
4,7;SALERNO
44,9;NAPOLI
39,9;ROMA
288,35;NAPOLI
55;ROMA
52,3;NAPOLI
